ID,ResponseId,age,child_age,sex,n_children,child_gender,residence,LocationLatitude,LocationLongitude,EER_text,ERQ_1,ERQ_2,ERQ_3,ERQ_4,ERQ_5,ERQ_6,ERQ_7,ERQ_8,ERQ_9,ERQ_10,RRS_1,RRS_2,RRS_3,RRS_4,RRS_5,ERQ_mean,RRS_mean
13237,R_3ssOzqI2xceIckp,36,2.0,2,2.0,1.0,תל אביב,,,"ההחלטה שקיבלנו היא הנכונה לטווח הרחוק
הסתגלות של ילדים היא הרבה פעמים קלה יותר מאיתנו המבוגרים 
הגן הקודם לא היה יציב ויציבות היא דבר מרכזי וחשוב התקופה הקרובה",1.0,1.0,4.0,1.0,5.0,1.0,6.0,5.0,1.0,5.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0
95678,R_1q3fdLtA1Wrh4GK,42,13.0,2,4.0,1.0,אדרת,,,"את אמא טובה ואחראית, מצאת את הילדים מהר והייתם בממד בזמן.
הילדים מיומנים ויודעים מה לעשות בזמן האזעקה. אחר כך התפללתם והתמודדתם עם הארוע בעוצמה רגשית. ",5.0,2.0,6.0,2.0,6.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.5,2.0
54537,R_Wpwik8dNWtsGhH3,34,3.0,2,2.0,1.0,תל אביב,,,"עשית מה שיכלת. מאז ומתמיד יהודים היו עם נרדף ועשית את המיטב שיכלת בזמן שיכלת בהתמודדות עם הקונפליקט בין הורות לנאמנות.
וגם בדיעבד עשית נכון כי אין כמו בארץ",7.0,1.0,5.0,1.0,6.0,1.0,7.0,3.0,3.0,7.0,2.0,2.0,2.0,1.0,1.0,4.1,1.6
1249933,R_32LU27R7vs1sgI4,33,10.0,2,4.0,1.0,בני ברק,,,אני פחות לחוצה מאזעקות ה' שומר עלי כיפת ברזל תיירט את הרקטות והם לא יפלו,6.0,3.0,6.0,2.0,6.0,3.0,6.0,6.0,3.0,6.0,2.0,3.0,3.0,2.0,4.0,4.7,2.8
05996,R_xudQoVSbASGIcCt,40,5.0,2,2.0,1.0,תל אביב,,,בדיעבד הם היו בטוב וזה לא נחקק להם כמשהו טראומטי,4.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.3,2.2
95240,R_1cUttz6jZz9ve27,43,8.0,2,2.0,2.0,תל אביב,,,"יש דברים שאינם בשליטה שלנו; 
הכל עובר בסוף. צריך להזכיר לעצמנו כל הזמן. חשוב לשמור על עצמנו ולעשות דברים למען האחר.",6.0,1.0,5.0,6.0,5.0,2.0,6.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.7,2.6
40057,R_1g7t8GT8V62WpIG,36,7.0,2,2.0,2.0,חדרה,,,"אנחנו גרים במקום בטוח יחסית, המלחמה תגמר, היא לא לנצח",4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.3,1.6
98284,R_3qCmCJLzoLNhBj2,25,4.0,2,1.0,1.0,ראשון לציון ,,,"הכל יהיה בסדר בעזרת השם. יש לנו את הצבא הכי חזק בעולם, ואנחנו ננצח! ",6.0,3.0,6.0,2.0,7.0,5.0,6.0,5.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,4.9,1.4
96283,R_2EbjqTMAKtL77jH,39,5.0,2,2.0,1.0,רמת גן,,,"המצב משוגע
הילד מתגעגע לאבא ומתוסכל
מוציא את זה על כולם
אני אמא טובה ועושה כמיטב יכולתי גם אם אני נשברת",7.0,1.0,7.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.9,4.0
67872,R_1FG2OEII8yKVeNM,29,4.0,2,2.0,2.0,תל אביב,,,"כל עוד חוסר הסבלנות והעצבנות לא חוזרים על עצמם זה בסדר. מעידות חד פעמיות קורות לפעמים כהורים וכבני אדם.
תהלי לא תרגיש שהיא לא בסדר אם זה לא משהו קבוע, ואין סיבה שזה ישאיר בה חותם אם ממשיכים להקשיב לה ולהעריך אותה. ",4.0,4.0,3.0,2.0,5.0,5.0,5.0,6.0,5.0,5.0,1.0,2.0,4.0,1.0,1.0,4.4,1.8
21561,R_dmWLyGYbTo64WJP,41,7.0,2,2.0,1.0,תל אביב,,,לא הייתה לך ברירה אלא לחזור לארץ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
29190,R_3M4OD9bfbeSMbAt,32,2.0,2,1.0,2.0,גני תקווה,,,"אני יודעת שקשה לך מאוד ושיש תחושה שככה זה יהיה לנצח, אבל זה יעבור ויהיה בסדר, לפחות נקווה שיהיה בסדר. מותר לך לפחד ומותר לך לכעוס ולבכות, זה זמנים מאוד קשים.",5.0,2.0,5.0,1.0,4.0,1.0,3.0,5.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,3.1,3.2
25584,R_27KBy4IhIAhWR0Q,29,2.0,2,1.0,2.0,כרמיאל,,,"זה לא היה בשליטתי זה יכול לקרות לכלום,
ב״ה בסוף התעשת והייתי איתה כשהיא הייתה צריכה ממש..
אני מקווה שזה בסדר שהיא ראתה אותך במצב הזה..",6.0,5.0,7.0,2.0,5.0,2.0,6.0,5.0,2.0,6.0,4.0,4.0,4.0,3.0,4.0,4.6,3.8
03456,R_1jlUap8OB5JYvNA,42,6.0,1,3.0,2.0,חיפה ,,,אני לא יודע מה זה אומר לאפשר יותר טוב ממני את מי כדאי לשאול את השאלה היא אם יש לך המלצות. ,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,3.9,2.6
47388,R_1DCEqollnUjdLy6,33,4.0,2,3.0,1.0,באר שבע,,,"יום יבוא ונהייה אחרי התקופה הרעה, 
יש לנו צבא של אריות שיחזירו את החטופים, יסלקו את כל הטרור.
יום יבוא ונחזור לחייך, לשמוח, נחזור לשגרה נורמאלית ושפויה בשביל הילדים שלנו. 
נחייה במקום מוגן ובטוח. ",5.0,2.0,5.0,2.0,6.0,2.0,4.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,3.7,1.4
32686,R_2rIKNpGbVrrpVsX,45,9.0,2,4.0,2.0,השרון,,,את מגנה על הילדים שלך לבד (הבן זוג מגוייס) ועדיף שיזהרו יותר מאשר שייפגעו. חסכת ואת עדיין חוסכת מהם הרבה חרדות אחרים,5.0,5.0,4.0,2.0,4.0,2.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
58874,R_1CvfatrxHC5bIcn,46,6.0,2,3.0,2.0,תל אביב,,,תקופה מורכבת. גם זה יעבור. צריך מעט חמלה כלפי עצמך את עושה הכי טוב שאפשר בעת הנוכחית ,6.0,3.0,6.0,1.0,5.0,1.0,5.0,5.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,3.9,2.2
79316,R_2ANiHJbYcPpeu3I,38,10.0,1,4.0,1.0,נתיבות,,,דאגו לנו למקום חילופי בטוח יותר שלא נצטרך לפחד מהערבים,6.0,3.0,6.0,2.0,6.0,3.0,6.0,7.0,3.0,6.0,2.0,3.0,3.0,2.0,3.0,4.8,2.6
70976,R_2z5ZKrh1cCtrLdh,33,6.0,2,3.0,2.0,יוקנעם,,,"הי יעלי, זאת את עצמך, זוכרת שהייתי ילדה קטנה כמו טליה? שהיית מתעצבנת על משהו או נפגעת או שהיתה משתלטת עלייך תחושה קשה ? לא היה אכפת לך מה חושבים.. ככה זה גם עד היום.. שלא אכפת לך מה יחשבו, חשובה לך האמת.
זה כואב לי שטליה עושה את ההצגות האלה. כואב לי שהיא מנסה להכאיב לי. כואב לי שאני לא מצליחה לשלוט באירוע. אני יודעת שהיא תגדל ותפרח, אני מתפללת שתמצא את עצמה בתנועת נוער ותתן את כל כולה ותפרח שם כמו שקרה למיכלי. אנחנו עושים עבודה טובה, לא משאירים את המצב ככה ומתעלמים ממנו. זה קשה , קשה שאלעד רחוק, קשה שאנחנו לא מסכימים על כל דבר. ב""ה לפחות יש את המנהלת המקסימה שנותנת את נפשה במסירות לבית הספר ומצליחה להכיל את הכאב שלה. אני יודעת שהיא תגדל זה יעבור... בע""ה",4.0,6.0,2.0,5.0,3.0,5.0,5.0,7.0,6.0,6.0,2.0,3.0,3.0,2.0,3.0,4.9,2.6
96689,R_3PFPWJ1VQmYTbAf,31,0.0,2,1.0,2.0,בבית,,,"עשית מה שיכולת
נסעת באחריות לקחת בחשבון שאולי תהיה עצירה בעקבות אזעקה. היית בקשב לרדיו. שהיו אזעקות אחרות באזור ביקשת מבן הזוג להתכונן. הבאת מראש משטח כדי שהיא לא תיפגע מהמגע במדרכה. עצרת בנקודה טובה וכיוונת לכמה שיותר רחוק ממכוניות. גוננת עליה בגופך. ",6.0,5.0,5.0,2.0,7.0,1.0,6.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,1.6
08000,R_W1edhUzGgBbWKqZ,47,6.0,2,1.0,2.0,רמת גן ,,,אנא סלחי לעצמך על רגעים או שעות שבהן אין לך כוחות לעשייה ואינך מסוגלת,7.0,6.0,6.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,2.0,3.0,1.0,3.0,3.0,4.5,2.4
52084,R_3ipYhdiTmOWtI9r,44,3.0,2,1.0,2.0,תל אביב ,,,תהיי חזקה.. זאת תקופה קשה והיא תעבור. ,4.0,5.0,4.0,1.0,7.0,2.0,7.0,7.0,2.0,7.0,1.0,2.0,4.0,1.0,2.0,4.6,2.0
93343,R_1QaYqKL9UTk5sry,34,2.0,2,1.0,1.0,עוברת לסירוגין בין הבית שלנו לבין של ההורים,,,"סיו, עשית מה שיכולת באותו רגע והתמודדת עם הסיטואציה בדרך שנראתה לך הכי נכונה באותו רגע. אנחנו בתקופה בלתי אפשרית, ולכן מתמודדים עם סיטואציות בלתי אפשריות. תני לעצמך קצת קרדיט. עכשיו את כבר יותר חזרה להתמודד במצב כזה שוב.",4.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,4.1,2.8
34148,R_28I0yKH4kpAnwSH,48,14.0,2,3.0,2.0,תל מונד,,,"התקופה כולה היא חוסר ודאות מתמשך שמלווה באירועים מורכבים.
באותה מידה שלא הכנת את עצמך לנתק הזה, כך יתכן ותופתעי לטובה בדיוק במקום שלא ציפית לו. למשל שפתאום יתקשר, או שיגיד שמגיע לאפטר.
תחשבי שדברים טובים יבואו.",5.0,1.0,6.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,3.9,1.6
90739,R_1YvE1jgHGtmhnJ7,50,10.0,2,3.0,1.0,תל אביב,,,"היה לנו כמשפחה נס גדול שהילדים לא היו אצל סבתם בשישי לאוקטובר. עלי להודות על כך שהם בריאים ושלמים, רגשית ופיזית. ",4.0,3.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.5,3.0
25555,R_28GoUVjTdCM2VQd,36,6.0,2,3.0,2.0,צור יגאל ,,,"התקופה הזאת זמנית היא תעבור.
בן זוגי יחזור והשגרה שלנו תחזור.",4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.6,1.0
08343,R_3fDFJDPgq026tpk,37,1.0,2,4.0,1.0,נטף,,,אין לי בהכרח שליטה על מה שקורה לבני. אני יודעת שבסוף הוא נרגע וחוזר לעצמו. הוא יחד מהמם וטוב לב וההתפרצויות זה לא מה שמאפיין אותו.,7.0,4.0,7.0,2.0,6.0,4.0,7.0,7.0,4.0,7.0,2.0,2.0,2.0,2.0,2.0,5.5,2.0
29760,R_6Fk6DG2BZbWhOlH,41,9.0,2,4.0,1.0,באר שבע,,,"ברמה היומיומית מתפללת לימים טובים,
להשבת החטופים",6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,5.1,2.0
915813,R_12Eb571m3KTv0U6,33,0.0,2,1.0,2.0,עמק חפר,,,"יקרה,
את עושה כל שביכולתך לתת את הטוב ביותר לילדה שלך. המציאות תמיד ניתנת לפרשנות בכמה כיוונים לפחות ואת תעשי את המיטב שלך לפרשן לה את העולם בדרך חיובית דרך משקפיים ורודים ככל האפשר.",6.0,3.0,3.0,1.0,6.0,1.0,5.0,5.0,1.0,5.0,2.0,4.0,3.0,1.0,2.0,3.6,2.4
206753,R_1eRXZFMs1S0twfP,50,13.0,2,2.0,2.0,קריית אתא,,,"אני מזכירה לעצמי תמיד להישאר עם הרגליים על הקרקע, להישאר אופטימית ולהאמין שבקרוב נחזור לשגרה ",5.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.4,1.8
44212,R_1DvavGOWR2qyA32,35,9.0,2,5.0,2.0,יקנעם,,,"כשעלמה שואלת ""למה אתה לא תהיה איתנו בשבת"" היא מאפשרת גם לי קצת לבטא את הרגשות המוחזקים שלי ועוזרת לשתינו לדבר עליהם ולאוורר אותם. היא ילדה והיא עושה נהדר את ""עבודתה"" כילדה: להביע רגשות, לא לשמור אותם בבטן, לתת להם ביטוי עוצמתי. ההתמודדות מול זה טובה גם לי ויכולה לעזור לי להביע את הרגשות האלה יותר בעצמי. אני מכילה אותה, אני מחבקת את הקשיים שלה, אני עושה תפקיד אימהי מדהים ואני גאה בעצמי. יום אחד כל זה יהיה מאחורינו, צבי יחזור הביתה ואני אשאר האמא המשודרגת שגדלתי להיות מתוך הדבר הזה.",4.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.2
80991,R_2yjzCtimndb1rJt,42,3.0,2,3.0,2.0,יקנעם,,,"הרגשות הם לגיטימיים ומובנים, אבל לא מובילים לשום מקום. זו לא אשמתך. לא יכלת למנוע את זה. לא מעצמך ולא מאחרים. נסי להתרכז במה שאת יכולה לעשות - לגונן על הילדים שלך מפני ההשלכות של המלחמה. ",6.0,5.0,5.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.6,2.8
08648,R_9zQxQ3genSmVXB7,42,7.0,2,2.0,2.0,לוד,,,מאמינה בכל ליבי כי צהל שלנו חזק וילחם למען מדינת ישראל עד הנצחון,7.0,5.0,7.0,1.0,5.0,1.0,7.0,7.0,4.0,7.0,1.0,2.0,2.0,2.0,2.0,5.1,1.8
38104,R_1KeTt9KsroDj7Oc,40,6.0,2,3.0,1.0,עומר,,,זה היה מצב הזוי ובלתי נתפס. בסיטואציה כזאת עשית כל מה שיכלת. שמרת עליהם עד כמה שרק יכולת.,5.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,1.0,3.0,2.0,2.0,2.0,3.9,2.0
04444,R_2z5wKawzGgLQ2FH,41,14.0,2,7.0,1.0,רמת השרון,,,זה בסדר לשחרר ולא לדאוג בקשר למטלות הניתנות במסגרת בתי הספר. העיקר שהילדים בריאים ושמחים. ,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.8,1.8
73662,R_Q5pj6aPCiTzQtVf,40,9.0,2,2.0,2.0,ראשון לציון,,,ישנם דברים שאין לנו שליטה עליהם.,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.4,2.0
76697,R_R9TuZMfeVflJF2p,42,5.0,2,2.0,1.0,קטורה,,,מה שקרה היה נורא אבל ניר היה רוצה שנמשיך לשמוח ולאהוב את החיים כמו שהוא אהב,6.0,5.0,6.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.4,2.6
31475,R_DAJHXe6WsQeDlFn,43,3.0,2,1.0,2.0,רמת גן,,,הבחירה שלי בישראל היתה ריאליסטית. ידעתי שיש לנו מרחב מוגן ושהסיכוי להיפגע ברמת גן יחסית קטן. בנוסף החשש שלי מאנטישמיות בארהב היה מוצדק. ,5.0,4.0,5.0,2.0,7.0,2.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,4.2,2.0
58420,R_3PjgJtNkSFbwVNz,34,1.0,2,1.0,1.0,נבטים,,,"הייתה לך חוויה שלמרות שלא נגעה בך ישירות ממעגל ראשון, הייתה מאוד פתאומית ולא צפויה. לקח לך זמן לעכל את מה שקורה, וכל הזמן הזה היית צריכה להיות זמינה עבור הבן שלך, זה התיש אותך וגרם לך להרגיש אמא לא מספיק טובה, אבל עשית הכי טוב שיכלת במציאות שהיית בה",4.0,5.0,4.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,3.7,3.4
28267,R_1C3YR8Kb57akciK,35,3.0,2,1.0,2.0,כפר החורש,,,"אנחנו בתקופת מלחמה, יש הרבה דברים לא צפויים ולא הגיוניים שאנו חווים. בזמן האזעקה המפתיעה התנהגת הכי טוב שיכולת וניסית להקליל כמה שיותר את הסיטואציה לילדה. למרות שהיה לא פשוט והיא הרגישה אותך. ",5.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.8,3.0
01871,R_3mfQAf7YZlVSwIs,43,9.0,2,2.0,2.0,רחובות ,,,"לעצמי שלום,

את עושה את הכי טוב שאת יכולה בזמן הנתון הזה, זה לא פשוט להתמודד לבד עם העומס הרגשי ומשימות היום יום, אך כדאי לשים הכל בפרופורציות הנכונות, כל עוד הבנות במקום מוגן ומוכר, ואת עבורן שם כשאפשרי יש להן בסיס מספיק טוב לשמור על חוסן.
דאגי לעצמך ולמקורות תמיכה על מנת שתוכלי להיות שם גם עבורן. ",5.0,2.0,5.0,2.0,6.0,1.0,5.0,5.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,3.7,1.6
26390,R_1OH7UdmjaqYqWaa,42,9.0,1,2.0,2.0,הילדים טסו לשבוע לחו״ל ואחרי זה עוד שבוע אצל ההורים בפ״ת ואחרי זה חזרנו למקום המגורים הקבוע,,,"אני עושה את הטוב ביותר עבורי ועבור הילדים שלי
כשאני רגוע ומשדר להם דברים טובים זה עוזר לילדים",5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,5.1,1.6
23456,R_3D5rrFCFTUO5iRj,35,5.0,2,2.0,1.0,מעלה החמישה,,,את עושה כל מה שאת יכולה כדי להיות הורה טוב לילדים שלך.,3.0,2.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.1,1.4
12229,R_tMxltZOfqToiPYt,39,10.0,2,2.0,1.0,ירושלים,,,"זה בסדר לתת לו להישאר במקלט ולהביע את הפחד שלו, למצוא דברים לעשות ביחד במקלט שישמרו על תחושה של עשייה וירגיעו גם אותו אבל גם אותך. זה יעבור. ",7.0,1.0,6.0,1.0,5.0,1.0,7.0,7.0,1.0,6.0,2.0,3.0,4.0,1.0,2.0,4.2,2.4
43312,R_2aVN0m49CZ2itdg,7,7.0,2,1.0,2.0,תל אביב,,,מצטערת קשה לי לחשוב על מכתב כזה,5.0,5.0,3.0,4.0,7.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0
70570,R_1N346tT07SNIIAM,29,6.0,1,1.0,1.0,גבעתיים,,,"הייתה בלחץ ולכן הוצאת אותו על הילדים. למרות שאזעקה ראשונה זו חוויה מלחיצה, עליך לשמור על קור רוח מול הילדים, לשמש להם דוגמה אישית, ולא להעצים את הטראומה שלהם. הכעס שלך לא עוזר לסיטאוציה, אלא רק עושה אותה קשה יותר.",3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,4.0,4.5,3.0
66426,R_1g7uroEjSryL9iR,42,5.0,2,1.0,1.0,כפר החורש,,,"זה לא קרה אצלי כאן  והלחץ יירד ועכשיו שגוייסתי למילואים ויש לי נשק מרגיש לי בטוח יותר.
וגם היה כאן בקיבוץ את צוות הרווחה שעזר.
וגם נתנו מסגרת לילד אז זה איפה אותי.
הבית שלי מוגן ובטוח עכשיו",6.0,4.0,5.0,4.0,5.0,4.0,6.0,6.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,5.0,2.4
55144,R_1jjHSmR0YHUZtBG,43,10.0,2,2.0,1.0,פתח תקווה ,,,"יהיו ימים טובים , כל החטופים יחזרו הביתה בשלום 
שלא יהיו לנו אויבים ",4.0,4.0,5.0,7.0,3.0,5.0,7.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.7,2.8
52622,R_tPxrGhJkxZjmHnz,34,7.0,2,2.0,2.0,עמק הירדן,,,"על אף ההפתעה, והפחד שלך ושל כל הסובבים
הצלחת לתפקד באופן סביר ולתת לילדים תחושת ביטחון כלפי חוץ. 
מאמינה שגם בפעם הבאה תצליחי להיות מכילה לכל סיטואציה מפחידה או שקשורה למלחמה ולהיות שם עבור הילדים. ",6.0,5.0,7.0,3.0,6.0,3.0,7.0,7.0,2.0,7.0,1.0,2.0,3.0,1.0,2.0,5.3,1.8
78311,R_3nJJRFDN2zqUI1I,32,4.0,1,1.0,1.0,נתניה,,,"אנחנו משתדלים להיות חיוביים , וללוות את הילדים לכוון של הסתכלות שהכל יהיה טוב בסוף",1.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.8,2.2
27467,R_12FjNPKzaBYTQ33,34,8.0,1,2.0,1.0,קרית מוצקין,,,תנסה לחשוב שהדברים יסתדרו ושמה שצריך לקרות יקרה. לא הכל בשליטה שלנו וצריך לחיות עם זה.,6.0,2.0,7.0,5.0,6.0,1.0,6.0,6.0,2.0,6.0,2.0,2.0,2.0,3.0,3.0,4.7,2.4
66032,R_XyOUrkDOH30FF7j,39,5.0,2,3.0,1.0,באר שבע,,,החזרתי את הילד למסגרת למרות שזה בשעות צומצמות וממש מרגישה שזה עושה לו טוב והוא התגעגע לגן ,7.0,5.0,7.0,1.0,6.0,1.0,7.0,5.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,4.8,1.8
41896,R_2SBLssTjOkkZPn1,36,7.0,2,1.0,1.0,פתח תקווה ,,,רויטל ממש כמו כולם הזוועה תפסה אותך.. זה אירוע מכונן בהיסטוריה של עם ישראל. את לא אשמה ואת צריכה רק לזכור ולא לשכוח ולהעביר הלאה,6.0,2.0,7.0,4.0,5.0,3.0,6.0,6.0,7.0,5.0,2.0,2.0,3.0,1.0,1.0,5.1,1.8
35073,R_UGZXQzhV5d3BeBH,52,16.0,2,3.0,2.0,חולון,,,"הילדה כבר בת 16, היא עצמה אמרה כי היא יכולה להתמודד עם האזעקות במידת הצורך. אני חיונית בעבודתי",5.0,5.0,5.0,4.0,5.0,4.0,6.0,6.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,5.0,1.8
44628,R_2rGAcUhpYPqBdQd,41,2.0,2,1.0,1.0,תל אביב,,,"פעלתי כמיטב יכולתי על מנת להגן על בני ועל שנינו, פעלתי מתוך דאגה וחרדה וניסיתי כמיטב יכולתי לתווך לו את הדברים. כשהגענו לאוטו שמחנו, צחקנו, והתקדמנו הלאה. הימים הינם משוגעים ואנחנו עושות הכל על מנת לשמור על היקר לנו מכל, ולעיתים זה מלווה באי הסכמה או קונפליקט, אבל זו המשימה הראשונה והעיקרית שלנו. החשש שלי היה מלהיות לבד בגינה הציבורית עם בני בזמן אזעקה ושאתנהג באופן מודאג וחרד, ורציתי לחסוך לו את החווייה המערערת הזו, וזה לטובתו יותר מכמה דקות של משחק",6.0,5.0,6.0,2.0,5.0,4.0,5.0,5.0,5.0,6.0,2.0,3.0,3.0,3.0,3.0,4.9,2.8
11798,R_3dRiOB2C8nSYzzC,43,16.0,2,3.0,2.0,נס ציונה ,,,היית בעבודה אך הם היו מוגנים בבית. תרמת מעצמך למען האחר בעבודה . את עושה כמיטב יכולתך לג'נגל בין הכל,6.0,2.0,4.0,1.0,7.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,2.0,2.0,4.5,1.6
81322,R_1mF82FLLsKAHq2v,50,7.0,2,2.0,2.0,צור יצחק,,,את אמא טובה דיה. מתמודדת יפה עם האתגרים של הוריות בעצמך. מבינה שיש לשים גבולות לצד חמלה והכלה . מבינה שיש קצב לשינוי בהבהנה ולקיחת האחריות של הילדים והאכפתיות לסביבה. עם הקטנה שיותר רגישה וסקרנית קל יותר. עם הגדולה שהיא סימית וחרדתית ואנטיםתית מיסודה ייקח יותר זמן. את צריכה להתאים ציפיותלאופי וגיל הבנות ,5.0,5.0,5.0,1.0,2.0,2.0,7.0,6.0,2.0,6.0,2.0,3.0,3.0,2.0,2.0,4.1,2.4
71300,R_3O1d9LE70MX6r5h,29,4.0,2,1.0,1.0,בני ברק,,,המצב הזה קשה גם לך ואת משתדלת תמיד להתיחס יפה ולהיות איתם...,7.0,6.0,7.0,3.0,3.0,4.0,7.0,7.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,5.7,1.0
62870,R_1M0A43eFd5ggPrN,42,10.0,2,3.0,2.0,באר שבע,,,"לפעמים חשוב לבחור את המלחמות שלנו...
חינוך הוא תהליך והוא יושלם לאורך זמן...לכן אל תתייאשי, בסוף הדברים יחלחלו.
",7.0,4.0,7.0,1.0,7.0,4.0,7.0,7.0,4.0,7.0,2.0,3.0,2.0,1.0,1.0,5.5,1.8
06008,R_1OwS9OIINgEBu32,47,9.0,2,2.0,1.0,כפר בחורש,,,"במצב לא נורמלי כל תגובה היא נורמלית.
זה הגיוני להתפרץ במצב כזה.",5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,4.8,2.0
18825,R_AF0P3Oc0cWY2ITf,33,8.0,2,2.0,1.0,קצרין,,,מאחלת לעצמי להתעלות על הקשיים ולהמשיך לתפקד כאמא וכרעייה בבית,7.0,6.0,7.0,1.0,5.0,5.0,7.0,6.0,5.0,7.0,2.0,2.0,2.0,3.0,3.0,5.6,2.4
0525388577,R_25seV4Birqb1Lt3,47,10.0,2,3.0,2.0,טבריה,,,"מקווה שהימים האלה יעברו מהר ואשלח את הילדים בביטחה, נחזור לצאת ולבלות, ולא כל היום מול הטלויזיה, שלא כל טלפון יקפיץ וכל אזעקה תלחיץ",5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.9,2.0
21746,R_1gT2hvEf8Yfw3OE,41,8.0,2,2.0,2.0,יבנה,,,"עליתי לארץ בגיל 9 מאוקרינה עם משפחתי וחווינו אנטישמיות באוקרינה 
הוריי ציוניים מאוד וככה גדלנו . שאנחנו יהודיים והמקום הכי בטוח עברנו זה בארץ 
ופתאום לאחר המאורעות של 7.10 אני עוד פעם מתחילה להרגיש את חוסר ביטחון במקום שלי בארץ בגלל שהצבא לא היה כדי להגן .
אני רואה אנטישמיות בכל מקום בעולם תחושות של פחד .
הילדים שלי פחות מרגישים למרות שהם יודעים  כמעט הכל , וגם אני תמיד מנסה להיות אמתית כלפי המצב הביטחוני . 
הם שואלים אותי שאלות בנושא ..מה יקרה עם לא ננצח במלחמה ? למה הם עשו את זה ? אבל ילדים שלי מאוד קשה להם להבין את הסיטואציה שמישהו יתנהג באלימות כזאת . ",6.0,3.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,3.0,3.0,3.0,2.0,2.0,6.1,2.6
